chr	start	end	V4	V6
chr10	116853123	117708509	NM_207303	+
chr10	100216833	100995632	NM_001166246	-
chr10	125767181	125853123	NM_001270764	-
chr10	100216833	100995632	NM_001166245	-
chr10	125779168	125851940	NM_014863	-
chr10	83637442	84746935	NM_001165973	+
chr10	100216833	100995632	NM_001166244	-
chr10	83635069	84746935	NM_001165972	+
chr10	125779168	125853123	NM_001270765	-
chr10	125767181	125851940	NM_015892	-
chr10	92162277	92300562	NR_110657	-
chr10	83635069	84746935	NM_001010848	+
chr10	3109711	3178997	NM_002627	+
chr10	3110818	3178997	NM_001242339	+
chr10	1034348	1063708	NM_012341	+
chr10	5238797	5260910	NM_001818	+
chr10	7200585	7453448	NM_001029880	-
chr10	7200585	7451303	NM_001018039	-
chr10	12391582	12871733	NM_153498	+
chr10	11502508	11653788	NM_014688	-
chr10	15555947	15762334	NM_003638	-
chr10	12391582	12868137	NM_020397	+
chr10	15555947	15762334	NM_001291494	-
chr10	11502508	11574279	NM_001080491	-
chr10	13628938	13672868	NM_003675	+
chr10	14560555	14816896	NM_031453	-
chr10	14560555	14816896	NM_001282695	-
chr10	10461500	10504312	NR_120637	-
chr10	21823100	22032559	NM_004641	+
chr10	19337699	20023407	NM_001142308	+
chr10	17794259	17842866	NM_001098844	+
chr10	21823573	22032559	NM_001195626	+
chr10	18834135	18940566	NM_182543	-
chr10	23983674	24836777	NM_001098500	+
chr10	26213306	26222639	NR_120650	-
chr10	34398487	35104253	NM_001184789	-
chr10	34398487	35104253	NM_001184790	-
chr10	34601187	35104253	NM_001184793	-
chr10	34398487	35104253	NM_001184785	-
chr10	34398487	35104253	NM_019619	-
chr10	35625801	35861598	NM_001282854	+
chr10	35625801	35861598	NM_001282853	+
chr10	34398487	35104253	NM_001184788	-
chr10	34398487	35104253	NM_001184787	-
chr10	35625801	35861598	NM_145012	+
chr10	34601187	35104253	NM_001184792	-
chr10	35625801	35861598	NM_001282852	+
chr10	34601187	35104253	NM_001184794	-
chr10	34398487	35104253	NM_001184786	-
chr10	34398487	35104253	NM_001184791	-
chr10	35535908	35861598	NM_181698	+
chr10	48215723	48237508	NM_001190810	+
chr10	46110948	46168261	NM_001128324	-
chr10	46110948	46168180	NM_174890	-
chr10	46110948	46168261	NM_001282906	-
chr10	46110948	46168180	NM_001282905	-
chr10	46135153	46168261	NR_104256	-
chr10	52750910	54058110	NM_001098512	+
chr10	52834233	54058110	NM_006258	+
chr10	55562532	56561051	NM_001142771	-
chr10	55568451	56561051	NM_001142770	-
chr10	54525139	54531460	NM_000242	-
chr10	51371378	51734610	NM_001290117	+
chr10	55562532	56561051	NM_001142772	-
chr10	51371378	51734610	NM_001290118	+
chr10	51371378	51734610	NR_110767	+
chr10	55568451	56561051	NM_001142769	-
chr10	61786055	62149634	NM_020987	-
chr10	61786055	62332714	NM_001204404	-
chr10	63952844	64028622	NM_145307	-
chr10	61786055	62493284	NM_001204403	-
chr10	64926980	65225761	NM_032776	-
chr10	61786055	61900774	NM_001149	-
chr10	64926980	65028983	NM_001282948	-
chr10	68935242	69425443	NM_001291133	-
chr10	73156690	73575704	NM_022124	+
chr10	73156690	73467264	NM_001171931	+
chr10	73156690	73407219	NM_052836	+
chr10	73156690	73492481	NM_001171930	+
chr10	67672275	69455949	NM_013266	-
chr10	70242089	70287280	NM_152707	-
chr10	67672275	69425443	NM_001127384	-
chr10	77542518	78317126	NM_032024	+
chr10	80703082	80827205	NR_024431	-
chr10	80703082	80827205	NR_024429	-
chr10	80703082	80827205	NR_015429	-
chr10	78629358	79397577	NM_001014797	-
chr10	78629358	79397577	NM_001271518	-
chr10	87359311	88126250	NM_017551	-
chr10	90033620	90343082	NM_018363	-
chr10	85980248	85985345	NM_001284223	-
chr10	91190050	91295313	NM_213606	-
chr10	89117476	89130452	NR_075100	+
chr10	85980248	85985345	NM_001017924	-
chr10	90043858	90343082	NM_001031709	-
chr10	91215747	91227908	NR_120614	+
chr10	95372344	95425429	NM_006204	+
chr10	97515672	97637023	NM_001776	+
chr10	97515408	97637023	NM_001164178	+
chr10	96443250	96495947	NM_000772	+
chr10	97512962	97849992	NR_038444	-
chr10	97515672	97637023	NM_001164182	+
chr10	97515408	97637023	NM_001164181	+
chr10	97515672	97637023	NM_001164179	+
chr10	97515672	97637023	NM_001164183	+
chr10	96443250	96495947	NM_001128925	+
chr10	94352824	94415152	NM_004523	+
chr10	97471535	97637023	NM_001098175	+
chr10	93066718	93371217	NR_024467	-
chr10	99609994	99631335	NM_001010917	+
chr10	102756863	102767593	NM_032429	+
chr10	101635333	101769676	NM_015221	-
chr10	106400858	107024993	NM_014978	+
chr10	104847773	104953063	NM_012229	-
chr10	103605355	103815932	NM_024541	-
chr10	105889645	105992120	NM_025145	-
chr10	104847773	104953063	NM_001134373	-
chr10	101686965	101718755	NR_024130	+
chr10	114206755	114578504	NM_145206	+
chr10	115312777	115349360	NM_004132	+
chr10	116190868	116418058	NM_002313	-
chr10	115310589	115349360	NM_001177660	+
chr10	116190868	116444414	NM_001003408	-
chr10	116190868	116444414	NM_001003407	-
chr10	118430702	118502085	NM_025015	-
chr10	123716602	123734743	NM_001167865	-
chr10	122344590	122806858	NR_049879	+
chr10	123716602	123734743	NM_017615	-
chr10	124768428	124817806	NM_001609	+
chr10	128933689	128994422	NM_001039762	-
chr10	128593977	129250781	NM_001290223	+
chr10	128593977	129250781	NM_001380	+
chr10	127729910	128077127	NM_021641	-
chr10	127729910	128077127	NM_001288974	-
chr10	127700953	128077127	NM_001288973	-
chr10	127700953	128077127	NM_003474	-
chr10	127729910	128077127	NM_001288975	-
chr10	181423	300577	NM_001202464	+
chr10	180423	300577	NM_001202465	+
chr10	180423	295729	NM_212479	+
chr10	180404	300577	NM_006624	+
chr10	320129	735608	NM_014974	-
chr10	180423	300577	NM_001202466	+
chr10	225933	295729	NM_001202468	+
chr10	852853	977645	NM_015155	-
chr10	225933	295729	NM_001202467	+
chr10	1223252	1779670	NM_018702	-
chr10	1568824	1599179	NR_033387	+
chr10	5090957	5149878	NM_001253908	+
chr10	4692376	4720262	NR_024475	-
chr10	5726800	5805703	NM_017782	+
chr10	6469104	6622263	NM_001282645	-
chr10	6469104	6622263	NM_001242413	-
chr10	6469104	6622263	NM_006257	-
chr10	6469104	6622263	NM_001282644	-
chr10	7601231	7708961	NM_030569	-
chr10	7860466	8057016	NM_031923	+
chr10	7601231	7661636	NM_032817	-
chr10	9239328	9337556	NR_120635	-
chr10	11059892	11378672	NM_006561	+
chr10	11206992	11378672	NM_001083591	+
chr10	11113505	11147451	NR_046108	-
chr10	11047258	11378672	NM_001025077	+
chr10	11206992	11378672	NM_001025076	+
chr10	12171639	12211957	NR_024576	+
chr10	12171639	12211957	NM_001142627	+
chr10	11962020	12084840	NM_015542	-
chr10	11962020	12085169	NM_080599	-
chr10	12171639	12207403	NM_001142628	+
chr10	11784355	11806065	NM_024693	+
chr10	11891606	11936709	NR_038222	-
chr10	12171639	12211957	NR_024577	+
chr10	12171639	12207403	NM_018144	+
chr10	13203553	13253104	NM_018518	+
chr10	13359437	13390298	NM_001195602	-
chr10	13359437	13390298	NM_012247	-
chr10	13483087	13544976	NM_001100912	-
chr10	12938624	13043704	NM_031455	-
chr10	13480483	13544976	NM_152751	-
chr10	12938624	13141773	NM_001282658	-
chr10	13203553	13253104	NM_182751	+
chr10	13359437	13390298	NM_001195604	-
chr10	13685705	14372866	NM_018027	-
chr10	14920898	14946304	NM_024670	+
chr10	14920864	14946304	NM_001193427	+
chr10	14920781	14946304	NR_034181	+
chr10	14920781	14946304	NM_001193424	+
chr10	14920781	14946304	NM_001193426	+
chr10	14920864	14946304	NM_001193425	+
chr10	15147770	15210695	NM_004808	-
chr10	15253643	15413058	NM_001010924	-
chr10	15820174	15902519	NM_024948	-
chr10	16478941	16555744	NM_030664	+
chr10	16478941	16555744	NM_001261838	+
chr10	16478941	16555744	NM_001261836	+
chr10	16478941	16555744	NM_001261837	+
chr10	16478941	16555744	NM_001001484	+
chr10	16865964	17171816	NM_001081	-
chr10	17686123	17758821	NR_037774	+
chr10	17686123	17758821	NM_003473	+
chr10	17428934	17450285	NR_034129	+
chr10	17362675	17496254	NM_001004470	-
chr10	18429605	18830688	NM_201597	+
chr10	18429741	18830688	NM_001167945	+
chr10	18629613	18830688	NM_201590	+
chr10	17851341	18200091	NM_002438	+
chr10	18689512	18830688	NM_201570	+
chr10	18041226	18089854	NM_001098844	+
chr10	18549583	18830688	NM_000724	+
chr10	18429605	18830688	NM_201596	+
chr10	18429741	18830688	NM_201571	+
chr10	18429605	18830688	NM_201593	+
chr10	18429741	18830688	NM_201572	+
chr10	20105371	20578784	NM_032812	+
chr10	20105371	20578784	NM_001282736	+
chr10	21068902	21463116	NM_001173484	-
chr10	21068902	21463116	NM_213569	-
chr10	21068902	21186531	NM_006393	-
chr10	22634373	22706539	NM_012443	+
chr10	22634373	22706539	NM_001253855	+
chr10	22634373	22706539	NM_172242	+
chr10	22823765	23003503	NM_005028	-
chr10	22634373	22706539	NM_001253854	+
chr10	22045476	22292650	NM_022365	-
chr10	22541000	22547477	NR_038921	+
chr10	24497719	24836777	NM_019590	+
chr10	24872537	25012597	NM_020824	-
chr10	24738361	24834245	NM_001282769	+
chr10	24755433	24834245	NM_001282770	+
chr10	24497719	24836777	NM_001282768	+
chr10	24497719	24836777	NM_001282767	+
chr10	25940640	26021864	NR_108067	+
chr10	25940640	25972314	NR_108069	+
chr10	25270907	25305085	NM_145010	-
chr10	25940640	26021864	NR_108068	+
chr10	25464289	25891157	NM_020752	+
chr10	25270907	25351208	NM_001270383	-
chr10	25270907	25305085	NR_072993	-
chr10	25270907	25305085	NR_072992	-
chr10	25401986	25450162	NR_120649	+
chr10	27035524	27150016	NM_001178116	-
chr10	27035524	27150016	NM_005470	-
chr10	27035524	27150016	NM_001178119	-
chr10	27035524	27150016	NM_001178122	-
chr10	27035524	27150016	NM_001178124	-
chr10	27035524	27150016	NM_001178121	-
chr10	26986594	27035726	NM_014317	+
chr10	26223001	26501465	NM_017433	+
chr10	26727265	26856732	NM_019043	+
chr10	27035524	27150016	NM_001178125	-
chr10	27035524	27150016	NM_001178123	-
chr10	27035524	27150016	NM_001178120	-
chr10	27035524	27150016	NM_001012752	-
chr10	27035524	27150016	NM_001012751	-
chr10	27035524	27150016	NM_001012750	-
chr10	27484142	27529808	NM_145698	-
chr10	27484142	27531068	NM_001301253	-
chr10	27484142	27529808	NM_001301252	-
chr10	27484142	27529808	NM_001301254	-
chr10	27484142	27531068	NM_001301251	-
chr10	28101092	28287984	NM_018076	-
chr10	27484142	27531068	NM_001042473	-
chr10	28101092	28270846	NM_001290021	-
chr10	28101092	28287835	NM_001290020	-
chr10	28033543	28056728	NR_121652	+
chr10	27484142	27529808	NM_001271512	-
chr10	28822420	28912041	NM_016628	+
chr10	28339922	28571067	NM_173496	-
chr10	28966423	28971868	NM_012342	+
chr10	28822420	28912041	NM_100486	+
chr10	28821516	28912041	NM_100264	+
chr10	29746276	29923901	NM_021738	-
chr10	29698462	29758059	NR_110926	+
chr10	29746276	30024730	NM_003174	-
chr10	29698462	29774636	NR_110921	+
chr10	29698462	29758059	NR_110925	+
chr10	29698462	29774636	NR_110922	+
chr10	29698462	29774636	NR_110920	+
chr10	29699171	29758059	NR_110928	+
chr10	29698462	29776785	NR_110927	+
chr10	29698462	29758059	NR_110929	+
chr10	31133564	31320866	NM_001143771	-
chr10	31133564	31320866	NR_026560	-
chr10	31133564	31320866	NM_001143767	-
chr10	31133564	31320866	NM_001143770	-
chr10	31133564	31288446	NM_001143769	-
chr10	31133564	31320866	NM_001143768	-
chr10	31133564	31320866	NM_001143766	-
chr10	31133564	31320866	NM_182755	-
chr10	31608100	31818742	NM_001174096	+
chr10	32094325	32217804	NM_001270697	-
chr10	32094325	32197854	NM_001270699	-
chr10	32094325	32217804	NM_001270698	-
chr10	32094325	32217804	NM_018287	-
chr10	31608100	31818742	NM_001174095	+
chr10	31610063	31818742	NM_001174094	+
chr10	31608100	31818742	NM_001174093	+
chr10	31608100	31818742	NM_030751	+
chr10	32094325	32217804	NM_001270696	-
chr10	31610063	31818742	NM_001128128	+
chr10	32094325	32217804	NM_001270695	-
chr10	32636291	32663416	NR_104163	+
chr10	32556643	32667726	NM_001282391	-
chr10	32856650	33171792	NM_024688	+
chr10	32735009	32863492	NM_145023	+
chr10	32735009	32863492	NM_001026383	+
chr10	32735009	32803511	NR_109827	+
chr10	32735009	32863492	NR_109826	+
chr10	37414784	37521495	NM_052997	+
chr10	37598113	37635956	NR_104061	+
chr10	38383263	38412278	NM_001007094	+
chr10	38383263	38412278	NM_001178101	+
chr10	38065453	38146564	NM_001267607	-
chr10	38645307	38667433	NR_003086	+
chr10	38117692	38147012	NM_001267597	-
chr10	38383263	38412278	NM_003421	+
chr10	38117692	38146564	NM_001267606	-
chr10	38117692	38146564	NM_021045	-
chr10	38117692	38146564	NM_001267605	-
chr10	42827313	42863493	NR_024380	-
chr10	43633892	43680754	NM_018590	+
chr10	43084554	43133992	NM_006955	-
chr10	44404751	44465355	NR_033846	+
chr10	45594923	45650044	NR_024472	-
chr10	45869623	45941567	NM_000698	+
chr10	45950032	46030842	NM_001002266	-
chr10	45306471	45455137	NR_033842	-
chr10	45455218	45490172	NM_032023	+
chr10	45869623	45941567	NM_001256154	+
chr10	45950032	46090354	NM_145021	-
chr10	45869623	45941567	NM_001256153	+
chr10	45950032	46030842	NM_001282866	-
chr10	46897640	46939145	NR_027632	+
chr10	46222647	46288412	NM_001169107	+
chr10	46222647	46288412	NM_015262	+
chr10	46222647	46288412	NM_001169106	+
chr10	48355088	48373866	NM_153034	+
chr10	48737041	48827581	NM_001042361	-
chr10	48737041	48827924	NM_015605	-
chr10	48737041	48827924	NM_001042363	-
chr10	48737041	48827924	NM_001042364	-
chr10	48737041	48827924	NM_001042365	-
chr10	48737041	48827581	NM_001042362	-
chr10	48737041	48827581	NM_001042359	-
chr10	48737041	48827581	NM_001042360	-
chr10	48737041	48827581	NM_001042358	-
chr10	48737041	48806985	NM_001042357	-
chr10	49514681	49647402	NM_001278547	+
chr10	49654067	49860561	NM_001256025	-
chr10	49893517	50191001	NM_020945	+
chr10	49654067	49813176	NM_021226	-
chr10	49654067	49701692	NM_001256026	-
chr10	49654067	49813176	NM_001256024	-
chr10	49654067	49864310	NR_045675	-
chr10	49364601	49482941	NM_001018071	-
chr10	51026324	51371331	NM_003631	-
chr10	50822082	50873150	NM_001142933	+
chr10	50822082	50873150	NM_001142929	+
chr10	50822082	50873150	NM_001142934	+
chr10	50817140	50873150	NM_020984	+
chr10	50662525	50747169	NM_000124	-
chr10	50822082	50873150	NM_020549	+
chr10	50821153	50873150	NM_020985	+
chr10	50574160	50604062	NM_001276451	-
chr10	50723150	50732327	NM_170753	-
chr10	50723150	50747584	NM_001277059	-
chr10	50723150	50747169	NM_001277058	-
chr10	50821153	50873150	NM_020986	+
chr10	52065344	52383737	NM_147156	-
chr10	52559168	52645435	NM_001198820	-
chr10	52559168	52645435	NM_014576	-
chr10	52559168	52645435	NM_138932	-
chr10	52559168	52645435	NM_001198819	-
chr10	52559168	52645435	NM_001198818	-
chr10	52559168	52645435	NM_138933	-
chr10	55580859	56561051	NM_001142764	-
chr10	55580859	56561051	NM_001142766	-
chr10	55580859	56561051	NM_001142767	-
chr10	55580859	56561051	NM_001142773	-
chr10	55580859	56561051	NM_033056	-
chr10	55580859	56561051	NM_001142768	-
chr10	55580859	56561051	NM_001142763	-
chr10	55580859	56561051	NM_001142765	-
chr10	60028861	60049019	NM_018464	+
chr10	60272903	60591197	NM_001080512	+
chr10	60937226	61007534	NM_001143774	+
chr10	61005888	61122661	NM_001143773	-
chr10	60936347	61007534	NM_032439	+
chr10	61005888	61122352	NM_001166698	-
chr10	61548505	61666414	NM_005436	-
chr10	61005888	61122352	NM_198215	-
chr10	61005888	61122352	NM_001001971	-
chr10	62629197	62704033	NM_001242359	-
chr10	62629197	62704033	NM_014836	-
chr10	62629197	62761198	NR_024555	-
chr10	62629197	62760736	NR_024554	-
chr10	62776032	62786175	NR_108052	+
chr10	63166400	63213208	NM_178505	-
chr10	63661012	63856707	NM_032199	+
chr10	63422718	63526091	NM_173554	+
chr10	63808969	63856707	NM_001244638	+
chr10	64133915	64431771	NM_199451	+
chr10	64133915	64240048	NM_199450	+
chr10	64280206	64431771	NM_199452	+
chr10	67331182	67526299	NR_120647	+
chr10	68685791	68861309	NM_178011	+
chr10	68772023	68861309	NR_111909	+
chr10	68653867	68771911	NR_111911	-
chr10	70103274	70166946	NM_017987	-
chr10	69681655	69835103	NM_001278185	-
chr10	69681655	69835103	NM_001278186	-
chr10	69681655	69835103	NM_015601	-
chr10	69681655	69835103	NM_022079	-
chr10	70100863	70167051	NR_103476	-
chr10	70100863	70166946	NR_103475	-
chr10	70587293	70652816	NM_001130160	+
chr10	70480900	70552134	NM_018237	+
chr10	71029755	71161637	NM_033498	+
chr10	71029755	71161637	NM_033500	+
chr10	70587293	70652816	NM_152709	+
chr10	70883907	70932616	NM_004896	+
chr10	70587293	70652816	NM_001130159	+
chr10	71163957	71176674	NM_001057	-
chr10	70587293	70655209	NM_001130161	+
chr10	70320116	70454239	NM_030625	+
chr10	70480900	70552134	NM_001282959	+
chr10	71029755	71161637	NM_033497	+
chr10	70480900	70552134	NR_104262	+
chr10	70883907	70932616	NM_001035260	+
chr10	70480900	70552134	NM_001282960	+
chr10	72058725	72142406	NR_103468	-
chr10	72058725	72142406	NR_103467	-
chr10	71561643	71718904	NM_080800	+
chr10	71812356	71872040	NM_018649	+
chr10	72058725	72142406	NM_018205	-
chr10	72058725	72141670	NM_207119	-
chr10	72058725	72142406	NM_018239	-
chr10	71561643	71718904	NM_080798	+
chr10	71561643	71718904	NM_080805	+
chr10	71561643	71718904	NM_001130103	+
chr10	72058725	72142406	NM_001278212	-
chr10	72058725	72142406	NM_001278211	-
chr10	71561643	71718904	NM_080801	+
chr10	72058725	72142406	NM_001278214	-
chr10	71561643	71718904	NM_080802	+
chr10	72058725	72136535	NM_001278213	-
chr10	72575703	72640932	NM_003901	+
chr10	72432558	72522195	NM_139155	+
chr10	73156690	73377362	NM_001171932	+
chr10	73267909	73271677	NR_120672	-
chr10	72432558	72522195	NM_080722	+
chr10	72972291	73062635	NM_170744	+
chr10	72972291	73062635	NM_001244889	+
chr10	73855789	73976199	NM_001198799	-
chr10	73855789	73975867	NM_001198798	-
chr10	74127083	74385949	NM_006077	-
chr10	73507313	73533337	NM_022153	-
chr10	74127083	74283744	NM_001195519	-
chr10	74127083	74385949	NM_001195518	-
chr10	73855789	73976892	NR_045564	-
chr10	73855789	73976199	NM_001198800	-
chr10	74119697	74336541	NR_031657	-
chr10	75203537	75255782	NM_001289969	-
chr10	74451888	74647452	NM_001270679	+
chr10	74766979	74856732	NM_000917	-
chr10	74694937	74714510	NM_032562	-
chr10	74927876	75001939	NM_173348	+
chr10	75196185	75255782	NM_021132	-
chr10	74766979	74856732	NM_001142596	-
chr10	74766979	74856732	NM_001142595	-
chr10	74451888	74647452	NM_138357	+
chr10	75196185	75255782	NM_001142354	-
chr10	74452376	74647452	NM_001270680	+
chr10	74766979	74856732	NM_001017962	-
chr10	74451888	74647452	NR_073062	+
chr10	75203537	75255782	NM_001289968	-
chr10	75196185	75255782	NM_001142353	-
chr10	75013515	75118617	NM_145170	-
chr10	75910942	76469061	NM_001202450	+
chr10	75936246	76469061	NM_001202449	+
chr10	75880014	75910826	NM_012095	-
chr10	75910942	76469061	NM_006721	+
chr10	75757871	75879914	NM_014000	+
chr10	75880014	75910826	NM_207012	-
chr10	75572258	75634349	NM_001204492	-
chr10	76266255	76289082	NR_120673	-
chr10	75936246	76469061	NM_001123	+
chr10	75572258	75634349	NM_001222	-
chr10	75572258	75634349	NM_172169	-
chr10	75572258	75634349	NM_172173	-
chr10	75757871	75879914	NM_003373	+
chr10	75572258	75634349	NM_172170	-
chr10	75572258	75634349	NM_172171	-
chr10	76586170	76792380	NM_001256468	+
chr10	76586170	76792380	NM_012330	+
chr10	76871392	76941881	NM_144660	+
chr10	76871392	76941881	NM_001174156	+
chr10	77056140	77121436	NR_038226	+
chr10	77056140	77121436	NR_038225	+
chr10	77056140	77121436	NR_038224	+
chr10	77056140	77121436	NR_038223	+
chr10	76586170	76792380	NM_001256469	+
chr10	76797593	76818272	NM_001003892	-
chr10	77039483	77161652	NR_120651	-
chr10	78644634	79397577	NM_001161352	-
chr10	78644634	79397577	NM_002247	-
chr10	78644634	79397577	NM_001161353	-
chr10	79550548	79686348	NM_004747	-
chr10	78644634	79397577	NM_001271519	-
chr10	78900588	78909858	NR_120654	+
chr10	81522327	81586350	NR_120611	-
chr10	80828791	81076285	NM_020338	+
chr10	81451255	81586350	NR_120613	-
chr10	81914879	81965328	NM_145868	-
chr10	82168241	82192753	NM_001243780	+
chr10	81914879	81965328	NM_145869	-
chr10	82173574	82192753	NM_001243782	+
chr10	82167584	82192753	NM_001243779	+
chr10	82297657	82406316	NM_207372	+
chr10	82168241	82192753	NM_032333	+
chr10	82300574	82406316	NM_001145719	+
chr10	81914879	81965328	NM_001157	-
chr10	81914879	81965433	NM_001278407	-
chr10	82168241	82192753	NM_001243781	+
chr10	81914879	81965328	NM_001278409	-
chr10	82173574	82192753	NM_001243778	+
chr10	81914879	81964247	NM_001278408	-
chr10	86184937	86278277	NM_001284242	+
chr10	86088344	86278277	NM_018999	+
chr10	86088344	86278277	NM_001284240	+
chr10	86184694	86278277	NM_001284243	+
chr10	86088344	86133774	NM_001284241	+
